strategy,timeframe,ETHUSDT_stars,SOLUSDT_stars,SPY_stars,ETHUSDT_win_rate,SOLUSDT_win_rate,SPY_win_rate,avg_stars,bot_ready,trade_type
一种基于线性回归分析的量化交易策略Adaptive-Linear-Regression-Channel-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种基于移动平均线的趋势跟踪策略Golden-Cross-Moving-Average-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种基于移动平均线的趋势跟踪策略Golden-Cross-Moving-Average-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种基于移动平均线的趋势跟踪策略Golden-Cross-Moving-Average-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种基于移动平均线的趋势跟踪策略Golden-Cross-Moving-Average-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种基于移动平均线交叉交易策略Moving-Average-Crossover-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种基于移动平均线交叉交易策略Moving-Average-Crossover-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种趋势追踪突破回调策略Breakout-Pullback-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种趋势追踪突破回调策略Breakout-Pullback-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种趋势追踪突破回调策略Breakout-Pullback-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种趋势追踪突破回调策略Breakout-Pullback-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种趋势跟踪动态通道突破策略Dynamic-Channel-Breakout-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种趋势跟踪动态通道突破策略Dynamic-Channel-Breakout-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双周期ATR波动率突破股票趋势策略Volatility-Bands-and-VWAP-Multi-Timeframe-Stock-Trend-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种基于移动平均线交叉交易策略Moving-Average-Crossover-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种基于移动平均线交叉交易策略Moving-Average-Crossover-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
55-day-High-Low-Breakout-Price-Channel-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
52周高低盒子交易策略52-Week-High-Low-Box-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
52周高低盒子交易策略52-Week-High-Low-Box-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
52周高低盒子交易策略52-Week-High-Low-Box-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
52周高低盒子交易策略52-Week-High-Low-Box-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
52周高低位-平均成交量-成交量突破策略-52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
52周高低位-平均成交量-成交量突破策略-52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
52周高低位-平均成交量-成交量突破策略-52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
52周高低位-平均成交量-成交量突破策略-52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5252-Week-High-Low-Box-Trading-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
5252-Week-High-Low-Box-Trading-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
5252-Week-High-Low-Box-Trading-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
5EMA5EMA-Trend-Following-Strategy-with-Dynamic-Stop-Loss-and-Take-Profit_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
52-52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
52-52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
52-52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双向震荡突破策略Monthly-Returns-Strategy-with-Benchmark,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种趋势跟踪动态通道突破策略Dynamic-Channel-Breakout-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种趋势跟踪动态通道突破策略Dynamic-Channel-Breakout-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种移动平均线指标策略-Moving-Average-Indicator-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
一种移动平均线指标策略-Moving-Average-Indicator-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
一种移动平均线指标策略-Moving-Average-Indicator-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
一种定期购买加密货币的策略Simple-Holder-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三EMA趋势追踪策略Three-EMA-Trend-Following-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三EMA趋势追踪策略Three-EMA-Trend-Following-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
七笔形态震荡突破策略Seven-Candlestick-Oscillation-Breakthrough-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
七笔形态震荡突破策略Seven-Candlestick-Oscillation-Breakthrough-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
七笔形态震荡突破策略Seven-Candlestick-Oscillation-Breakthrough-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
七笔形态震荡突破策略Seven-Candlestick-Oscillation-Breakthrough-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
一种基于线性回归分析的量化交易策略Adaptive-Linear-Regression-Channel-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种基于线性回归分析的量化交易策略Adaptive-Linear-Regression-Channel-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
一种基于线性回归分析的量化交易策略Adaptive-Linear-Regression-Channel-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
一种追踪突破动量的海龟交易策略Turtle-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
52-52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
多周期布林带交叉趋势跟踪策略-Multi-Period-Bollinger-Bands-Crossover-Trend-Following-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
多周期布林带交叉趋势跟踪策略-Multi-Period-Bollinger-Bands-Crossover-Trend-Following-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
多周期布林带交叉趋势跟踪策略-Multi-Period-Bollinger-Bands-Crossover-Trend-Following-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
多周期市场疲劳度分析策略与风险管理系统-Multi-Timeframe-Market-Exhaustion-Analysis-Strategy-with-Risk-Management-System,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
52---52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
52---52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
50资金50仓位动态平衡量化策略Dynamic-Balancing-Strategy-with-50-Funds-and-50-Positions,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种追踪突破动量的海龟交易策略Turtle-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双向霍尔移动平均线交易策略Dual-Hull-Moving-Average-Trading-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
双向霍尔移动平均线交易策略Dual-Hull-Moving-Average-Trading-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
双向霍尔移动平均线交易策略Dual-Hull-Moving-Average-Trading-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
双向震荡突破策略Monthly-Returns-Strategy-with-Benchmark,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双向震荡突破策略Monthly-Returns-Strategy-with-Benchmark,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双向震荡突破策略Monthly-Returns-Strategy-with-Benchmark,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三分钟短仓专家顾问策略3-Min-Short-Only-Expert-Advisor-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三分钟短仓专家顾问策略3-Min-Short-Only-Expert-Advisor-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三分钟短仓专家顾问策略3-Min-Short-Only-Expert-Advisor-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三分钟短仓专家顾问策略3-Min-Short-Only-Expert-Advisor-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三内在上涨反转策略Three-Inside-Up-Reversal-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三内在上涨反转策略Three-Inside-Up-Reversal-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三内在上涨反转策略Three-Inside-Up-Reversal-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三均线交叉策略Triple-Moving-Average-Crossover-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
三内在上涨反转策略Three-Inside-Up-Reversal-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三内下反转策略Three-Inside-Down-Reversal-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三内下反转策略Three-Inside-Down-Reversal-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三内下反转策略Three-Inside-Down-Reversal-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三内下反转策略Three-Inside-Down-Reversal-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三EMA趋势追踪策略Three-EMA-Trend-Following-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种追踪突破动量的海龟交易策略Turtle-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
一种追踪突破动量的海龟交易策略Turtle-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
50资金50仓位动态平衡量化策略Dynamic-Balancing-Strategy-with-50-Funds-and-50-Positions,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
50资金50仓位动态平衡量化策略Dynamic-Balancing-Strategy-with-50-Funds-and-50-Positions,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
50资金50仓位动态平衡量化策略Dynamic-Balancing-Strategy-with-50-Funds-and-50-Positions,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
50行网格策略教学,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
5252-Week-High-Low-Box-Trading-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
5252-Week-High-Low-Box-Trading-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
5252-Week-High-Low-Box-Trading-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
5252-Week-High-Low-Box-Trading-Strategy_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
5252-Week-High-Low-Box-Trading-Strategy_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
52-52-Week-High-Low-Box-Trading-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
52-52-Week-High-Low-Box-Trading-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
52-52-Week-High-Low-Box-Trading-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
52-52-Week-High-Low-Box-Trading-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
50行多平台对冲策略教学,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
50行多平台对冲策略教学,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
50行多平台对冲策略教学,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三均线黄金交叉交易策略Triangular-Moving-Average-Crossover-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三均线黄金交叉交易策略Triangular-Moving-Average-Crossover-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三均线黄金交叉交易策略Triangular-Moving-Average-Crossover-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三均线黄金交叉交易策略Triangular-Moving-Average-Crossover-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三均线交叉动量策略Three-SMA-Crossover-Momentum-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三均线交叉动量策略Three-SMA-Crossover-Momentum-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三均线交叉动量策略Three-SMA-Crossover-Momentum-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三均线交叉动量策略Three-SMA-Crossover-Momentum-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三四K线突破反转策略Three-Bar-and-Four-Bar-Breakout-Reversion-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三四K线突破反转策略Three-Bar-and-Four-Bar-Breakout-Reversion-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三四K线突破反转策略Three-Bar-and-Four-Bar-Breakout-Reversion-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三均线低时延滞快速交易策略Low-Lag-Triple-Moving-Average-Fast-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三均线低时延滞快速交易策略Low-Lag-Triple-Moving-Average-Fast-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三均线低时延滞快速交易策略Low-Lag-Triple-Moving-Average-Fast-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三EMA趋势追踪策略Three-EMA-Trend-Following-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三四K线突破反转策略Three-Bar-and-Four-Bar-Breakout-Reversion-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三均线系统Exodus,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
三均线系统Exodus,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
三均线低时延滞快速交易策略Low-Lag-Triple-Moving-Average-Fast-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三时间框架平滑异同平均线交叉策略Multi-Timeframe-Heiken-Ashi-Crossover-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三时间框架平滑异同平均线交叉策略Multi-Timeframe-Heiken-Ashi-Crossover-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三时间框架平滑异同平均线交叉策略Multi-Timeframe-Heiken-Ashi-Crossover-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三时间框架平滑异同平均线交叉策略Multi-Timeframe-Heiken-Ashi-Crossover-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三平滑移动平均线策略Triple-Moving-Average-Crossover-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三均线交叉结合风险收益比的智能移动止损交易系统-Triple-EMA-Crossover-Trading-System-with-Smart-R2R-based-Stop-Loss-Management,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三均线交叉结合风险收益比的智能移动止损交易系统-Triple-EMA-Crossover-Trading-System-with-Smart-R2R-based-Stop-Loss-Management,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三均线交叉结合风险收益比的智能移动止损交易系统-Triple-EMA-Crossover-Trading-System-with-Smart-R2R-based-Stop-Loss-Management,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三均线交叉结合风险收益比的智能移动止损交易系统-Triple-EMA-Crossover-Trading-System-with-Smart-R2R-based-Stop-Loss-Management,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三均线交叉策略Triple-Moving-Average-Crossover-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
三均线交叉策略Triple-Moving-Average-Crossover-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
三大交易所止盈止损集成类库,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三大交易所止盈止损集成类库,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双向跨均线反转策略Dual-Cross-Moving-Average-Reversal-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双向跨均线反转策略Dual-Cross-Moving-Average-Reversal-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
50行多平台对冲策略教学,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
50_3_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
50_3_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
50_3_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
52---52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
52---52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
52---52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
52---52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1_1_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
52---52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
52---52-Week-High-Low-Average-Volume-Volume-Breakout-Strategy_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
50_3_1,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
50_2_1_1,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
50_2_1_1,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三均线系统Exodus,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
三条Supertrend策略Three-Supertrend-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三条Supertrend策略Three-Supertrend-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三平滑移动平均线策略Triple-Moving-Average-Crossover-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三平滑移动平均线策略Triple-Moving-Average-Crossover-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三平滑移动平均线策略Triple-Moving-Average-Crossover-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三大交易所止盈止损集成类库,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三大交易所止盈止损集成类库,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双向追踪反转量化交易策略Bi-directional-Reversal-Quantitative-Trading-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双向追踪反转量化交易策略Bi-directional-Reversal-Quantitative-Trading-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双向追踪反转量化交易策略Bi-directional-Reversal-Quantitative-Trading-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双向追踪反转量化交易策略Bi-directional-Reversal-Quantitative-Trading-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双向追Momentum止盈止损策略Consecutive-Up-Down-Strategy-with-Reverse-and-SL-TP-Extension,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双向追Momentum止盈止损策略Consecutive-Up-Down-Strategy-with-Reverse-and-SL-TP-Extension,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
双向追Momentum止盈止损策略Consecutive-Up-Down-Strategy-with-Reverse-and-SL-TP-Extension,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
双向追Momentum止盈止损策略Consecutive-Up-Down-Strategy-with-Reverse-and-SL-TP-Extension,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
双向跨均线反转策略Dual-Cross-Moving-Average-Reversal-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三移动平均线量化交易策略Triple-Moving-Average-Quantitative-Trading-Strategy,30m,2.0,2.0,,26.42,27.45,,2.0,NO,INTRADAY
三移动平均线量化交易策略Triple-Moving-Average-Quantitative-Trading-Strategy,15m,2.0,2.0,2.0,26.16,25.65,24.32,2.0,NO,INTRADAY
三段趋势突破与动量跟踪策略-Trinity-Bar-Based-Trend-Breakthrough-and-Momentum-Tracking-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三段趋势突破与动量跟踪策略-Trinity-Bar-Based-Trend-Breakthrough-and-Momentum-Tracking-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三段趋势突破与动量跟踪策略-Trinity-Bar-Based-Trend-Breakthrough-and-Momentum-Tracking-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三段趋势突破与动量跟踪策略-Trinity-Bar-Based-Trend-Breakthrough-and-Momentum-Tracking-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三色交叉趋势追踪策略Three-Color-Cross-Trend-Tracking-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三色交叉趋势追踪策略Three-Color-Cross-Trend-Tracking-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三线突破趋势跟踪策略结合EMA动态过滤和ATR风险管理系统-Three-Line-Strike-Trend-Following-Strategy-with-EMA-Dynamic-Filter-and-ATR-Risk-Management-System,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
双向跨均线反转策略Dual-Cross-Moving-Average-Reversal-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三根K线反转趋势策略Three-Candle-Reversal-Trend-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三根K线反转趋势策略Three-Candle-Reversal-Trend-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三根K线反转趋势策略Three-Candle-Reversal-Trend-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三根K线反转趋势策略Three-Candle-Reversal-Trend-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三条Supertrend策略Three-Supertrend-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三条Supertrend策略Three-Supertrend-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三线突破动量趋势跟踪策略结合ADX过滤器-Three-Line-Strike-Momentum-Trend-Following-Strategy-with-ADX-Filter,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三线形态突破策略Three-Line-Breakout-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三线形态突破策略Three-Line-Breakout-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三线形态突破策略Three-Line-Breakout-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三角套利策略体验版,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三角套利策略体验版,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三角套利-基础版,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三角套利-基础版,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三角套利-基础版,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三角套利-基础版,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三线形态突破策略Three-Line-Breakout-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三移动平均趋势跟踪策略Dazzling-Bolts-Trend-Following-Strategy,5m,2.0,2.0,2.0,21.71,22.72,21.05,2.0,NO,SCALP
三移动平均趋势跟踪策略Dazzling-Bolts-Trend-Following-Strategy,30m,2.0,2.0,,30.59,31.94,,2.0,NO,INTRADAY
三移动平均趋势跟踪策略Dazzling-Bolts-Trend-Following-Strategy,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
三移动平均趋势跟踪策略Dazzling-Bolts-Trend-Following-Strategy,15m,2.0,2.0,,26.0,29.45,,2.0,NO,INTRADAY
三移动平均线量化交易策略Triple-Moving-Average-Quantitative-Trading-Strategy,5m,2.0,2.0,2.0,20.92,22.3,22.22,2.0,NO,SCALP
50_2_1_1,1h,2.0,2.0,2.0,36.4,31.05,37.78,2.0,NO,INTRADAY
